# numOfBuses, numOfLines, Reference Bus
300	411	1


#Lines Info
1.0	1.0	3.0	19.23	1	1	1	1
2.0	1.0	5.0	166.67	1	1	1	1
3.0	1.0	247.0	51.2	1	1	1	1
4.0	2.0	3.0	19.23	1	1	1	1
5.0	2.0	6.0	111.11	1	1	1	1
6.0	2.0	8.0	37.04	1	1	1	1
7.0	2.0	248.0	68.49	1	1	1	1
8.0	3.0	4.0	200.0	1	1	1	1
9.0	3.0	7.0	333.33	1	1	1	1
10.0	3.0	18.0	14.49	1	1	1	1
11.0	3.0	129.0	142.86	1	1	1	1
12.0	3.0	249.0	94.88	1	1	1	1
13.0	4.0	16.0	52.63	1	1	1	1
14.0	5.0	7.0	25.64	1	1	1	1
15.0	5.0	9.0	34.48	1	1	1	1
16.0	6.0	7.0	25.64	1	1	1	1
17.0	7.0	12.0	111.11	1	1	1	1
18.0	7.0	110.0	142.86	1	1	1	1
19.0	8.0	11.0	16.81	1	1	1	1
20.0	8.0	14.0	23.81	1	1	1	1
21.0	9.0	11.0	37.04	1	1	1	1
22.0	10.0	11.0	11.24	1	1	1	1
23.0	10.0	12.0	18.87	1	1	1	1
24.0	11.0	13.0	29.41	1	1	1	1
25.0	11.0	250.0	52.0	1	1	1	1
26.0	12.0	20.0	66.67	1	1	1	1
27.0	12.0	251.0	32.05	1	1	1	1
28.0	13.0	19.0	29.41	1	1	1	1
29.0	14.0	15.0	23.81	1	1	1	1
30.0	15.0	16.0	26.32	1	1	1	1
31.0	15.0	17.0	32.15	1	1	1	1
32.0	15.0	31.0	4.03	1	1	1	1
33.0	15.0	74.0	4.03	1	1	1	1
34.0	15.0	75.0	2.75	1	1	1	1
35.0	16.0	36.0	45.45	1	1	1	1
36.0	17.0	252.0	60.46	1	1	1	1
37.0	18.0	20.0	55.56	1	1	1	1
38.0	18.0	72.0	12.5	1	1	1	1
39.0	19.0	20.0	71.43	1	1	1	1
40.0	19.0	21.0	30.3	1	1	1	1
41.0	19.0	26.0	5.38	1	1	1	1
42.0	20.0	23.0	29.41	1	1	1	1
43.0	21.0	22.0	9.01	1	1	1	1
44.0	22.0	23.0	15.62	1	1	1	1
45.0	22.0	24.0	25.64	1	1	1	1
46.0	22.0	253.0	43.48	1	1	1	1
47.0	23.0	231.0	14.71	1	1	1	1
48.0	23.0	254.0	34.6	1	1	1	1
49.0	24.0	25.0	14.08	1	1	1	1
50.0	25.0	26.0	8.33	1	1	1	1
51.0	25.0	232.0	7.69	1	1	1	1
52.0	27.0	28.0	15.87	1	1	1	1
53.0	27.0	32.0	83.33	1	1	1	1
54.0	27.0	34.0	34.48	1	1	1	1
55.0	27.0	35.0	23.26	1	1	1	1
56.0	28.0	36.0	125.0	1	1	1	1
57.0	29.0	30.0	21.28	1	1	1	1
58.0	29.0	60.0	16.67	1	1	1	1
59.0	29.0	63.0	71.43	1	1	1	1
60.0	29.0	64.0	34.48	1	1	1	1
61.0	30.0	73.0	37.04	1	1	1	1
62.0	31.0	32.0	21.28	1	1	1	1
63.0	31.0	34.0	15.62	1	1	1	1
64.0	31.0	35.0	27.78	1	1	1	1
65.0	31.0	43.0	12.35	1	1	1	1
66.0	31.0	74.0	3.94	1	1	1	1
67.0	31.0	75.0	7.87	1	1	1	1
68.0	31.0	266.0	2173.91	1	1	1	1
69.0	32.0	35.0	27.03	1	1	1	1
70.0	32.0	37.0	11.49	1	1	1	1
71.0	33.0	36.0	156.25	1	1	1	1
72.0	33.0	255.0	31.66	1	1	1	1
73.0	34.0	42.0	6.49	1	1	1	1
74.0	35.0	36.0	34.48	1	1	1	1
75.0	35.0	43.0	5.24	1	1	1	1
76.0	35.0	44.0	11.24	1	1	1	1
77.0	36.0	40.0	71.43	1	1	1	1
78.0	37.0	38.0	13.89	1	1	1	1
79.0	37.0	42.0	3.82	1	1	1	1
80.0	37.0	46.0	25.64	1	1	1	1
81.0	38.0	39.0	50.0	1	1	1	1
82.0	38.0	41.0	11.9	1	1	1	1
83.0	38.0	47.0	11.9	1	1	1	1
84.0	38.0	256.0	5.5	1	1	1	1
85.0	39.0	40.0	47.62	1	1	1	1
86.0	39.0	52.0	24.39	1	1	1	1
87.0	39.0	62.0	18.52	1	1	1	1
88.0	40.0	68.0	23.81	1	1	1	1
89.0	41.0	61.0	6.9	1	1	1	1
90.0	41.0	92.0	8.47	1	1	1	1
91.0	42.0	87.0	16.13	1	1	1	1
92.0	43.0	44.0	10.64	1	1	1	1
93.0	43.0	257.0	80.65	1	1	1	1
94.0	44.0	45.0	9.17	1	1	1	1
95.0	45.0	48.0	12.5	1	1	1	1
96.0	46.0	47.0	13.7	1	1	1	1
97.0	47.0	48.0	9.71	1	1	1	1
98.0	48.0	49.0	5.92	1	1	1	1
99.0	48.0	258.0	5.1	1	1	1	1
100.0	49.0	50.0	12.5	1	1	1	1
101.0	49.0	55.0	1.86	1	1	1	1
102.0	49.0	259.0	18.7	1	1	1	1
103.0	50.0	51.0	38.46	1	1	1	1
104.0	51.0	53.0	76.92	1	1	1	1
105.0	52.0	54.0	15.38	1	1	1	1
106.0	53.0	54.0	16.95	1	1	1	1
107.0	53.0	260.0	42.02	1	1	1	1
108.0	54.0	56.0	9.52	1	1	1	1
109.0	54.0	123.0	142.86	1	1	1	1
110.0	54.0	261.0	31.11	1	1	1	1
111.0	55.0	56.0	26.32	1	1	1	1
112.0	55.0	236.0	5.81	1	1	1	1
113.0	57.0	66.0	6.37	1	1	1	1
114.0	57.0	180.0	10.2	1	1	1	1
115.0	57.0	190.0	4.31	1	1	1	1
116.0	58.0	59.0	10.0	1	1	1	1
117.0	58.0	237.0	8.1	1	1	1	1
118.0	59.0	60.0	7.63	1	1	1	1
119.0	59.0	61.0	10.1	1	1	1	1
120.0	59.0	262.0	14.5	1	1	1	1
121.0	60.0	64.0	11.49	1	1	1	1
122.0	60.0	238.0	5.18	1	1	1	1
123.0	61.0	62.0	40.98	1	1	1	1
124.0	61.0	63.0	17.54	1	1	1	1
125.0	61.0	66.0	19.23	1	1	1	1
126.0	62.0	73.0	37.04	1	1	1	1
127.0	62.0	240.0	4.97	1	1	1	1
128.0	63.0	64.0	23.26	1	1	1	1
129.0	64.0	65.0	166.67	1	1	1	1
130.0	64.0	67.0	14.29	1	1	1	1
131.0	64.0	239.0	3.74	1	1	1	1
132.0	64.0	241.0	4.7	1	1	1	1
133.0	65.0	66.0	45.45	1	1	1	1
134.0	65.0	69.0	27.78	1	1	1	1
135.0	66.0	190.0	2.67	1	1	1	1
136.0	67.0	190.0	9.35	1	1	1	1
137.0	68.0	73.0	50.0	1	1	1	1
138.0	68.0	173.0	30.3	1	1	1	1
139.0	68.0	174.0	30.3	1	1	1	1
140.0	70.0	71.0	15.62	1	1	1	1
141.0	70.0	81.0	20.83	1	1	1	1
142.0	71.0	72.0	10.75	1	1	1	1
143.0	71.0	83.0	20.83	1	1	1	1
144.0	71.0	234.0	20.83	1	1	1	1
145.0	72.0	78.0	21.74	1	1	1	1
146.0	74.0	76.0	8.4	1	1	1	1
147.0	75.0	77.0	5.75	1	1	1	1
148.0	76.0	78.0	3.95	1	1	1	1
149.0	76.0	79.0	12.99	1	1	1	1
150.0	77.0	84.0	6.94	1	1	1	1
151.0	77.0	86.0	10.87	1	1	1	1
152.0	78.0	79.0	2.34	1	1	1	1
153.0	79.0	82.0	18.87	1	1	1	1
154.0	79.0	83.0	10.87	1	1	1	1
155.0	79.0	84.0	8.2	1	1	1	1
156.0	80.0	82.0	15.62	1	1	1	1
157.0	80.0	83.0	8.26	1	1	1	1
158.0	81.0	87.0	7.41	1	1	1	1
159.0	81.0	88.0	250.0	1	1	1	1
160.0	81.0	89.0	2.82	1	1	1	1
161.0	81.0	90.0	5.75	1	1	1	1
162.0	82.0	83.0	26.32	1	1	1	1
163.0	83.0	85.0	15.62	1	1	1	1
164.0	84.0	86.0	16.13	1	1	1	1
165.0	85.0	88.0	7.69	1	1	1	1
166.0	85.0	233.0	8.06	1	1	1	1
167.0	86.0	87.0	11.36	1	1	1	1
168.0	86.0	90.0	2.5	1	1	1	1
169.0	88.0	235.0	4.81	1	1	1	1
170.0	89.0	90.0	5.43	1	1	1	1
171.0	89.0	92.0	3.65	1	1	1	1
172.0	89.0	93.0	2.54	1	1	1	1
173.0	90.0	91.0	2.48	1	1	1	1
